FruitType,Label,Contrast,Correlation,Energy
apple,fresh,148.03472969721528,0.9906473573109202,0.2642978684014846
apple,fresh,124.52444552700308,0.9923727828261557,0.30389350395921855
apple,fresh,127.00065129108884,0.990754247524969,0.15643927417993472
apple,fresh,124.47535194464331,0.9919258507427218,0.25698469612004665
apple,fresh,117.18795840413641,0.9913429645489056,0.3358789530466388
apple,fresh,150.06544887502787,0.9912123824383998,0.24510815962406915
apple,fresh,116.55935730935731,0.9903191231200438,0.28669850705218314
apple,fresh,104.58257511850243,0.9906911548266403,0.2021095837170354
apple,fresh,110.46291394220628,0.993359248921569,0.29068887427554896
apple,fresh,119.31230687194073,0.9901512733714081,0.23948046113457946
apple,fresh,108.01652687169928,0.9932664041126709,0.27442300827619165
apple,fresh,235.75501943005185,0.9799021314388334,0.29701594917043966
apple,fresh,77.96890176399765,0.9944142855876047,0.30839476483776257
apple,fresh,134.36815065521134,0.9903159944070027,0.30821294917977826
apple,fresh,126.8181132656202,0.9897531701944138,0.27578885978362283
apple,fresh,148.91605594813146,0.989811773214751,0.27399592534749045
apple,fresh,205.0320950486533,0.9862412269122803,0.26673850080175265
apple,fresh,208.41490419128615,0.9832601585398018,0.23178936524182703
apple,fresh,213.7549506331232,0.9837244104925529,0.2904500733540105
apple,fresh,180.91221868740433,0.9828962089085302,0.10730428231899189
apple,fresh,196.3549377143889,0.9821956356718916,0.10986683167616647
apple,fresh,218.74835924006914,0.9826298971617372,0.27485045246516554
apple,fresh,43.63492098235784,0.9919335170127881,0.1072496922787657
apple,fresh,115.13987079750699,0.9917309186422962,0.23677651366135374
apple,fresh,99.93156541423687,0.990417536791858,0.2365265132841979
apple,fresh,214.3581756200776,0.979949636357986,0.275923571833906
apple,fresh,203.6311449513459,0.980884779896056,0.29036767344368525
apple,fresh,189.98977604673803,0.9830694341159252,0.3143372027477624
apple,fresh,197.07387631975865,0.9814905912293158,0.19704746394075506
apple,fresh,21.567446202112144,0.9981432222251199,0.194216283456065
apple,fresh,131.240959006889,0.9916903753756043,0.3196202127076779
apple,fresh,117.45064605168412,0.9930314612832442,0.32356102758311944
apple,fresh,102.6456123112875,0.9904506906403551,0.20572611818998446
apple,fresh,93.3372457242521,0.9891675099725318,0.11416735990072936
apple,fresh,170.649916539157,0.986365531471787,0.3105913875391685
apple,fresh,154.30693144065236,0.9879839015493568,0.3460943872237299
apple,fresh,111.10929994027683,0.9898279281726317,0.2725175659648265
apple,fresh,103.35210821781347,0.9917776462872631,0.20191799867201052
apple,fresh,134.95235852821455,0.9900973303859658,0.27159511644244944
apple,fresh,120.44838528072064,0.9889761650360367,0.3317126214294161
apple,fresh,124.2718578680203,0.99072527753737,0.25309801928839115
apple,fresh,183.35048378661085,0.9830406554146011,0.3341885025216798
apple,fresh,219.08473516218083,0.9794553323301678,0.23823684204009113
apple,fresh,222.8838947405012,0.985000658292199,0.19771252848322454
apple,fresh,97.30053083306211,0.9910795320155404,0.14507778243549574
apple,fresh,104.0061778068367,0.9870206514384212,0.11382489198939781
apple,fresh,130.93820049813198,0.9928804658298849,0.2509831024738338
apple,fresh,133.49456614137185,0.9913103990754566,0.21124317709590157
apple,fresh,108.20459702129314,0.9930297553137079,0.3073047258922271
apple,fresh,118.29333872937437,0.9890327410313495,0.29012060319607125
apple,fresh,280.77734681425954,0.9751033853977672,0.13956744011337818
apple,fresh,238.10006138735432,0.9811066986221987,0.24643957264033595
apple,fresh,282.35645480347466,0.9741147498703587,0.1527393666972276
apple,fresh,266.0925424268983,0.9803187006812571,0.17301686115905957
apple,fresh,285.35745344550526,0.9753367461185808,0.19520044277382098
apple,fresh,256.65781096035766,0.9779221036728556,0.2161136433372682
apple,fresh,79.80431688804556,0.9928377009103067,0.26870140563056794
apple,fresh,196.46685082872938,0.9797215170630048,0.12538908126156662
apple,fresh,175.27379970301928,0.9835434580953122,0.22235441379814364
apple,fresh,165.334352855672,0.9847055102988972,0.16608057827428002
apple,fresh,107.65788285880578,0.989699005040548,0.279292925334638
apple,fresh,106.01101013230516,0.9892474985184723,0.1972488139176101
apple,fresh,139.5290684624018,0.992693519323291,0.40125505965306923
apple,fresh,107.86146476086334,0.9909557227034882,0.30504354204789663
apple,fresh,100.44469728765546,0.9889032163422924,0.10889126299006036
apple,fresh,157.45090971140928,0.9844259756075009,0.18102195611451577
apple,fresh,141.09243190090916,0.9867108189091826,0.1439581186656399
apple,fresh,101.64655923344944,0.9897864934820341,0.12768891954305125
apple,fresh,157.67687191835796,0.9885690657340153,0.2543431938894337
apple,fresh,139.99902896642527,0.9866866247792594,0.17442269126047408
apple,fresh,105.18374100719424,0.9887619020537405,0.11096010385755954
apple,fresh,113.87033918128657,0.9898087108619347,0.22470814068167136
apple,fresh,140.39708140039386,0.9879319564805458,0.20369596824212852
apple,fresh,111.93722730281377,0.99006973818164,0.2317135919395492
apple,fresh,109.36136796781255,0.9909675423972323,0.21238890667837312
apple,fresh,112.43492990810024,0.9899147418122692,0.21443052417519692
apple,fresh,110.36033778938273,0.9936540218091706,0.30705585547091707
apple,fresh,86.42654418507023,0.9940969016168507,0.29244897819177784
apple,fresh,109.13238026733805,0.992029881961736,0.20888563671679714
apple,fresh,105.41264367816098,0.9923584748195691,0.20309063249539938
apple,fresh,117.69956576910096,0.991568403617203,0.23484083807138273
apple,fresh,127.63124562293227,0.9918433087003095,0.2900937792230746
apple,fresh,122.0604640452939,0.9931185819220211,0.31361269416775933
apple,fresh,105.02246050962759,0.9924674692482363,0.2925121794693719
apple,fresh,105.83644554841224,0.9933235655188143,0.25780029726080356
apple,fresh,106.29534584253125,0.9928921130783126,0.23746984998957466
apple,fresh,120.44535681086401,0.9914650964592993,0.23937055236298652
apple,fresh,117.4718998395343,0.9921055918772363,0.32085116077091014
apple,fresh,109.50494690739515,0.9918164598741419,0.2334874189839775
apple,fresh,138.07614502945341,0.9924366642132041,0.3277268076711761
apple,fresh,119.57557357569112,0.9922442882649293,0.2830541841276393
apple,fresh,98.01452250535846,0.9935416349750876,0.2307531797041279
apple,fresh,112.54361454818147,0.9922777652242383,0.2673018002333465
apple,fresh,117.7015560832885,0.9913278712145953,0.2526854942030805
apple,fresh,114.05432926745983,0.9923368792967633,0.2983973182502086
apple,fresh,149.32871267150938,0.990354074610036,0.30792646260352063
apple,fresh,152.25734618916437,0.9894101303490335,0.20362359077153738
apple,fresh,104.80219223383821,0.990203720379507,0.15991827041500423
apple,fresh,116.87390215264189,0.9917788217769736,0.3142773329323806
apple,fresh,135.83852631578952,0.9931838550316301,0.30020281790912406
apple,fresh,123.71819884726233,0.9914639660153289,0.2838954791048407
apple,fresh,122.61670150987224,0.9911780456494751,0.27821832881706243
apple,fresh,111.23396318222363,0.9921014362221249,0.24782245651541376
apple,fresh,101.59349276974412,0.9927514558437811,0.23124572728416787
apple,fresh,171.66330254000462,0.9913937662188727,0.3431357390151035
apple,fresh,131.4391862268987,0.9917102676257933,0.3531709623924178
apple,fresh,142.33847736625512,0.9928508270003163,0.3522606450238581
apple,fresh,119.07037428813918,0.9917986125343101,0.3208757954690143
apple,fresh,243.98885714285706,0.9831317549514518,0.20340020995112856
apple,fresh,232.4926095054977,0.9847160580256005,0.23455764101410886
apple,fresh,241.49759646615553,0.9851663442825641,0.24317935484683822
apple,fresh,235.09292794510102,0.984693983017757,0.272445951214184
apple,fresh,112.85408546079651,0.9930539312962318,0.3014741881380521
apple,fresh,91.96240227080328,0.9929819593262783,0.2126752590203874
apple,fresh,109.97053571428572,0.9923650986951396,0.2918529895487122
apple,fresh,199.750066120074,0.9864633269281526,0.2425619005820274
apple,fresh,190.02557459811334,0.9857056057011748,0.16523413361118133
apple,fresh,222.35311467673426,0.9830569112891211,0.16520588837394898
apple,fresh,182.12758792716397,0.9870863199671907,0.17985904944116393
apple,fresh,101.75110673880971,0.99232100099887,0.1674811808422676
apple,fresh,109.95430648615361,0.9921053212420922,0.21723713929318572
apple,fresh,155.7709050487664,0.9874492070580173,0.15644795916735618
apple,fresh,123.57744263304957,0.9916087561300883,0.22928731622249832
apple,fresh,106.16521982775566,0.9941970109587178,0.33888756926742797
apple,fresh,119.03333057254758,0.9924469338958684,0.21828182762770648
apple,fresh,185.1929658916559,0.9864379247211309,0.27934864950012456
apple,fresh,185.148129120644,0.9854055260101711,0.20115483848792773
apple,fresh,117.00865980741324,0.9932065923260915,0.2808662385337636
apple,fresh,121.9805341893283,0.9908709542686045,0.22067533172381318
apple,fresh,164.26397977609247,0.989504052318365,0.2582163526755595
apple,fresh,223.60368828932263,0.9843285788229462,0.21831469327073366
apple,fresh,228.43288301235992,0.9836130408822603,0.2061980592965028
apple,fresh,230.28153012299356,0.9841204690383752,0.21686014723202168
apple,fresh,234.83258492776267,0.9829778472363854,0.1885794605450413
apple,fresh,153.1314919831912,0.9906347647936221,0.28721140954774355
apple,fresh,139.2441489600647,0.9924550920114179,0.3065306550298775
apple,fresh,234.99488966318222,0.9823456272455086,0.1942900182598687
apple,fresh,237.15019542155227,0.9831487971066781,0.21154367995030104
apple,fresh,230.53864940484652,0.9816949317191576,0.19263013736724624
apple,fresh,243.4765285996055,0.9809365853659886,0.19629945967950196
apple,fresh,108.87457560009896,0.99033924734573,0.16517034153184335
apple,fresh,120.53802824603865,0.9913422750235943,0.21594171895974987
apple,fresh,96.66244243759965,0.993664315300928,0.2317526311544889
apple,fresh,129.03132096772077,0.9936865724912345,0.3677156129390262
apple,fresh,131.23872359903223,0.9927289085738944,0.3170529402341677
apple,fresh,124.07179520711415,0.9937965858914253,0.3664015682739326
apple,fresh,96.09463271505933,0.992648062850738,0.20955115067287272
apple,fresh,79.17888997471582,0.9939201126798496,0.15475639655277587
apple,fresh,109.87635072553257,0.9923807786816657,0.317120846522389
apple,fresh,121.20249411465295,0.9915943955727068,0.2683576090235117
apple,fresh,90.51426741206612,0.9932717601231938,0.23505657905759292
apple,fresh,100.5466862502577,0.9925307566270163,0.20444724640840037
apple,fresh,119.01358273118089,0.991355585079049,0.22991450323757812
apple,fresh,100.26593643770576,0.9933495278189,0.17438921119530237
apple,fresh,146.06514848181513,0.9906488081269367,0.3105425138333712
apple,fresh,126.46643048396203,0.9912291514084693,0.3365041619916573
apple,fresh,143.76052244933234,0.9893769836870623,0.2843245868264438
apple,fresh,115.53367078189302,0.9917335861707515,0.24985271462856923
apple,fresh,118.55814266651974,0.9908128930766374,0.21612651321155435
apple,fresh,133.3020202804077,0.9924935273849713,0.3120884789546647
apple,fresh,100.2640203591015,0.9927403479347837,0.27826383174286434
apple,fresh,83.35391304347826,0.993858055253678,0.2629745867028707
apple,fresh,112.09998107414724,0.9937835160845888,0.32124115732539793
apple,fresh,164.4066098938863,0.9920102333624704,0.3717984683012145
apple,fresh,146.19275939693728,0.9921560535362283,0.3266164996598388
apple,fresh,153.56553226810541,0.9912777975989894,0.3643626231489103
apple,fresh,124.57533838064165,0.9925323414954226,0.34087647753942385
apple,fresh,114.49462017111745,0.9932487672491834,0.24739946638836344
apple,fresh,152.66076105704735,0.9908308232521411,0.3345200934116969
apple,fresh,188.53035625576615,0.987108819688103,0.2684980868681912
apple,fresh,109.68698257864804,0.9916260256360027,0.15841542513027693
apple,fresh,108.97632247219144,0.9930591991824197,0.39823494774687107
apple,fresh,104.24710240963853,0.9925388249703592,0.26114225562119325
apple,fresh,123.13577112542632,0.9925681822984442,0.2673765593743449
apple,fresh,101.91686741637896,0.9924174374492114,0.2092560526874388
apple,fresh,104.24544958040565,0.9934479991770835,0.2459833871844325
apple,fresh,174.37479365079355,0.9851747643059857,0.16391441619352073
apple,fresh,128.24446060206284,0.9910407241702655,0.3288175988849113
apple,fresh,113.93772418269394,0.9922963867898895,0.31509465109156004
apple,fresh,124.01540702698699,0.9927958289902175,0.3068307597180384
apple,fresh,122.38092264302982,0.9912769135482056,0.23884413289001902
apple,fresh,106.95165501727325,0.9911452390954177,0.20875617008020061
apple,fresh,96.62377299694367,0.9928187834924282,0.24693636518335868
apple,fresh,122.4978093306288,0.9921003239913302,0.28721160087740977
apple,fresh,129.69479180794798,0.9888848124581515,0.20791561514899035
apple,fresh,88.01549833094896,0.9935277331092264,0.23408081098925312
apple,fresh,140.51689050762576,0.9884070742866827,0.1723643973149882
apple,fresh,138.83251366524945,0.9921840364414163,0.17585100741140916
apple,fresh,156.46631384180023,0.9892641091409323,0.1682924784345094
apple,fresh,131.71567095651216,0.9925594857368997,0.2130781634335657
apple,fresh,133.8967481142953,0.9924730826557652,0.3491714705059486
apple,fresh,113.26953478370481,0.9920013610473261,0.20915494871659393
apple,fresh,112.62987557572004,0.9916392538096622,0.24501113841588923
apple,fresh,88.23244073121968,0.9927418558966096,0.18466062735862196
apple,fresh,146.80726126103306,0.9902998366534675,0.24409321482468044
apple,fresh,122.80956576945393,0.9914332998682377,0.18033404339668166
apple,fresh,121.65895967549511,0.9923274771109187,0.24795866367865899
apple,fresh,117.38205306958301,0.9925538032347957,0.32637858588793583
apple,fresh,141.4065196406029,0.9916488789206893,0.2339633890938147
apple,fresh,105.61747308588417,0.991135814596235,0.1960899336169759
apple,fresh,109.9477325458764,0.9934611702001137,0.26685934492539065
apple,fresh,119.17455358363642,0.9909183534576596,0.2243419413093658
apple,fresh,106.29191777984887,0.9934529068586817,0.25838849519670365
apple,fresh,236.30650906735747,0.9835550560464595,0.27770255831885005
apple,fresh,83.11723352161157,0.9944094704008315,0.28308246331935505
apple,fresh,134.56216263125918,0.9914708551024891,0.3009632273740401
apple,fresh,150.33387787470264,0.9914068466145618,0.3045590377637502
apple,fresh,151.13918554673273,0.989611297110424,0.25582373251193175
apple,fresh,207.31527874845443,0.9875671261233326,0.255633466889844
apple,fresh,214.74019635187153,0.9860305554237994,0.2753158934686082
apple,fresh,178.93383999057386,0.9860230546091311,0.15794060383484684
apple,fresh,193.0609616657639,0.9849883882787298,0.15300786312529963
apple,fresh,218.35345423143352,0.9853037406659542,0.2606825147203052
apple,fresh,107.49095486423306,0.9913845535723321,0.2141605519584596
apple,fresh,116.90313793730952,0.9914759368742804,0.2264204732557366
apple,fresh,100.49624148027854,0.9924963986647394,0.23115196720772138
apple,fresh,215.607293993182,0.9851322513469031,0.27172236190203275
apple,fresh,210.16545557942624,0.9854051470013869,0.27740493053240256
apple,fresh,209.81116520610198,0.9860514089811262,0.3037433867549063
apple,fresh,207.11960784313715,0.9855564276214495,0.2122091662548499
apple,fresh,126.25510131278531,0.9920532892847737,0.3351585766436133
apple,fresh,114.14556164383555,0.9917142404801341,0.23244192414454545
apple,fresh,92.05567815764651,0.99064647044847,0.1578168385423189
apple,fresh,168.5300922705986,0.9890767399593976,0.2993186240822596
apple,fresh,155.54259610821072,0.990008142973221,0.3267928988132456
apple,fresh,109.47072951987815,0.9917109877656644,0.2291463823713837
apple,fresh,106.47287138739583,0.9925806018752079,0.2648574282847983
apple,fresh,195.28347202768384,0.9868005899984035,0.277443676357389
apple,fresh,195.96300529100532,0.9865673209375954,0.26056591447077765
apple,fresh,108.4520339074129,0.9920202206171513,0.2693424457201109
apple,fresh,102.10842263040794,0.9920470286839338,0.2101309112292263
apple,fresh,108.90474512567533,0.9920351665883819,0.27255848431699836
apple,fresh,133.02022507781942,0.99163460937117,0.2729527228905858
apple,fresh,119.12072436323936,0.9914484743140491,0.3048960781690498
apple,fresh,121.77991878172591,0.9912920237015274,0.23996316193128733
apple,fresh,218.48971273291932,0.983803559450466,0.2249482136374576
apple,fresh,217.7072861264644,0.9859474940429127,0.20765066065933235
apple,fresh,98.0329635128539,0.9928275499574875,0.1768971034071903
apple,fresh,100.37396268168789,0.9903410905672854,0.15819399520568445
apple,fresh,126.50028019925276,0.9927958025317576,0.2453566429873291
apple,fresh,118.87593782383425,0.9906371506618227,0.2032196680290304
apple,fresh,120.01332638888887,0.9910788663249029,0.21621241210205938
apple,fresh,133.23648728176295,0.990976291052066,0.21112145086431192
apple,fresh,117.92227570929539,0.9911758051169559,0.27789574616877405
apple,fresh,92.73655777362173,0.9930471776288537,0.22697043095919125
apple,fresh,275.52963479473556,0.9784955417544277,0.1630117588396683
apple,fresh,239.6119091467158,0.9843167268284151,0.23762316907133335
apple,fresh,265.711696279181,0.981742040517137,0.1830941963016689
apple,fresh,277.15682011532283,0.9797448699929441,0.19688291657976015
apple,fresh,256.69036610323644,0.9814593554511171,0.21240567381414646
apple,fresh,82.76508620689657,0.994098707796446,0.2483985684401323
apple,fresh,202.0575934729538,0.9847207881784505,0.1638213926919869
apple,fresh,181.2169765610804,0.9873827219398046,0.19795113165959285
apple,fresh,107.89049638313793,0.991900540558577,0.26094182037058494
apple,fresh,105.88799958690484,0.9917885005751673,0.19896705123330974
apple,fresh,143.44710351377017,0.9927398532338044,0.3676936477959726
apple,fresh,110.1854643442943,0.9924934407829827,0.2806563278292537
apple,fresh,155.81288526758107,0.9885359074161247,0.19764223797239053
apple,fresh,136.07345558679935,0.9871282430321038,0.1674024422069028
apple,fresh,107.06805313588856,0.9906047891947398,0.16322739381198575
apple,fresh,147.1823376524098,0.9894390107231901,0.241007891432739
apple,fresh,135.02177419354842,0.9882173606800312,0.1900796729334697
apple,fresh,112.14409518539026,0.9903576329633219,0.15836691618170154
apple,fresh,114.87500194931775,0.991500913191284,0.21845844818283133
apple,fresh,140.82929780062074,0.9886737569281574,0.2027204272766167
apple,fresh,109.47815045455151,0.9918546819197369,0.23144849780214524
apple,fresh,110.46756546904777,0.9907930658983681,0.2037982132719743
apple,fresh,112.70954210182325,0.9915645629151317,0.2167396099435461
apple,fresh,111.4248984057518,0.9936082851183791,0.3009821988269737
apple,fresh,88.31836008705548,0.9942326095632675,0.28772420867225995
apple,fresh,106.7568183180483,0.9922197481441897,0.2154498690397295
apple,fresh,101.44005696266912,0.9925246972380305,0.2087347470972023
apple,fresh,116.72826808228271,0.9917092696959888,0.23907478862847645
apple,fresh,118.31774776849208,0.9935092699360467,0.32005004785461555
apple,fresh,119.01318308950087,0.9936079064352571,0.31355906955608404
apple,fresh,100.14557763491138,0.9937879964318768,0.2650265915677489
apple,fresh,109.42808663490958,0.9928934136553855,0.23664717643028904
apple,fresh,120.13146833362529,0.991571594720955,0.24453718688455325
apple,fresh,97.34524547303187,0.9943832516968948,0.2896501356565144
apple,fresh,116.93565822044754,0.9925530666638792,0.3183140059392042
apple,fresh,140.13678706790265,0.9924054697419985,0.3226281281622695
apple,fresh,115.57850511223413,0.992709679600259,0.2864301876485792
apple,fresh,118.6508736407949,0.9921362528492497,0.26964979999687705
apple,fresh,121.82830470689566,0.992931580039205,0.30997428666597976
apple,fresh,122.51947111772822,0.9921448509970338,0.29689694844072323
apple,fresh,144.81924220560586,0.9903648190432918,0.21397935750968772
apple,fresh,98.47891330630826,0.9913359867765517,0.17515901463647685
apple,fresh,117.4128140900196,0.9921966412351847,0.3062643490670331
apple,fresh,135.08615438596487,0.99316057710761,0.29752966934881153
apple,fresh,116.2421037463977,0.9925392375528928,0.2859984365199402
apple,fresh,80.19854590976938,0.9942332618717528,0.2341253661869592
apple,fresh,126.73087108013938,0.9913207836531992,0.279286203340484
apple,fresh,109.50448926630905,0.9925603174189391,0.2480433086271861
apple,fresh,135.2787670308917,0.9917999539993062,0.3460166160984737
apple,fresh,146.85442811957964,0.9926681142060049,0.3439966497114792
apple,fresh,118.02532564175105,0.9922217607453412,0.3158358962694881
apple,fresh,95.48517390278676,0.9937678306754071,0.2757419953649907
apple,fresh,252.474,0.9831243944452787,0.20577615172159028
apple,fresh,243.38319413567268,0.9847009828293648,0.23414737181397632
apple,fresh,237.91913407821232,0.983948730392664,0.2189929534581616
apple,fresh,118.46646354577385,0.9918601214142392,0.28987423694734155
apple,fresh,90.73615855784077,0.9934791815520154,0.21615052557273312
apple,fresh,104.98391781411361,0.9930687200361675,0.2945262553764132
apple,fresh,139.75110219802957,0.9915750219561763,0.3681093007870804
apple,fresh,235.08268315260514,0.9856201965612571,0.2522522052397622
apple,fresh,209.04291218280855,0.9856432652126487,0.18443795324600223
apple,fresh,217.2359690695934,0.9863326745073421,0.20791948770287563
apple,fresh,101.25401869158885,0.9922586265901564,0.18235748769922921
